,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,work_accident,left,promotion_last_5years,department,salary
11059,0.68,0.97,3,174.0,2.0,0,0,0,3,1
11060,0.7,0.76,4,173.0,2.0,0,0,0,3,2
11061,0.9,0.73,2,203.0,4.0,0,0,0,3,2
11062,0.94,0.95,5,170.0,3.0,0,0,0,3,2
11063,0.8,0.86,3,203.0,3.0,0,0,0,3,2
11064,0.59,0.53,5,169.0,3.0,0,0,0,2,1
11065,0.43,0.96,3,109.0,6.0,0,0,0,2,1
11066,0.7,0.54,5,263.0,3.0,0,0,0,2,1
11067,0.51,0.62,4,185.0,3.0,0,0,0,10,1
11068,0.12,0.49,4,191.0,5.0,0,0,0,4,1
11069,0.14,0.56,5,259.0,4.0,1,0,0,4,1
11070,0.86,0.91,4,253.0,3.0,0,0,0,4,1
11071,0.97,0.5,3,216.0,3.0,0,0,0,4,1
11072,1.0,0.86,2,264.0,3.0,0,0,0,4,2
11073,0.49,0.63,3,181.0,3.0,1,0,0,5,2
11074,0.9,0.93,3,209.0,3.0,0,0,0,5,2
11075,0.82,0.89,4,239.0,2.0,0,0,0,5,2
11076,0.59,0.48,3,197.0,3.0,0,0,0,5,2
11077,0.97,0.57,4,150.0,2.0,0,0,0,4,2
11078,0.69,0.88,3,164.0,10.0,0,0,0,10,2
11079,0.73,0.84,3,216.0,0.0,0,0,0,10,2
11080,0.48,0.74,2,0.0,0.0,1,0,0,10,2
11081,0.94,0.49,4,176.0,0.0,0,0,0,10,2
11082,0.74,0.73,3,156.0,8.0,0,0,0,10,2
11083,0.65,0.63,4,143.0,8.0,0,0,0,10,2
11084,0.93,0.94,4,233.0,6.0,0,0,0,4,2
11085,0.57,0.67,3,138.0,6.0,1,0,0,4,2
11086,0.9,0.49,3,259.0,6.0,0,0,0,4,2
11087,0.55,0.86,4,169.0,6.0,0,0,0,4,2
11088,0.59,0.73,3,172.0,6.0,0,0,0,5,2
11089,0.72,0.98,4,156.0,3.0,0,0,0,5,2
11090,0.87,0.52,4,140.0,3.0,0,0,0,5,2
11091,0.86,0.82,4,212.0,2.0,0,0,0,5,2
11092,0.61,0.5,4,269.0,3.0,0,0,0,4,2
11093,0.45,0.63,5,111.0,5.0,0,0,0,10,2
11094,0.51,0.63,4,198.0,2.0,0,0,0,10,2
11095,0.87,0.92,4,263.0,3.0,0,0,0,10,2
11096,0.29,0.38,5,191.0,5.0,0,0,0,10,2
11097,0.57,0.64,3,188.0,3.0,0,0,0,10,2
11098,0.69,0.83,4,252.0,3.0,0,0,0,10,2
11099,0.61,0.9,2,142.0,3.0,0,0,0,7,3
11100,0.96,0.85,4,247.0,3.0,0,0,0,1,3
11101,0.16,0.61,6,269.0,2.0,0,0,0,8,3
11102,0.96,0.82,4,244.0,3.0,0,0,0,3,3
11103,0.77,0.81,4,164.0,3.0,0,0,0,2,3
11104,0.85,0.87,6,232.0,5.0,0,0,0,10,3
11105,0.37,0.49,3,177.0,3.0,0,0,0,7,3
11106,0.68,0.65,3,173.0,3.0,1,0,0,7,3
11107,0.87,0.6,5,165.0,2.0,1,0,0,7,3
11108,0.95,0.8,3,225.0,2.0,0,0,0,1,3
11109,0.84,0.63,3,121.0,3.0,1,0,0,1,1
11110,0.44,0.51,2,219.0,4.0,0,0,0,1,1
11111,0.94,0.73,4,204.0,2.0,0,0,0,1,1
11112,0.85,0.94,5,235.0,4.0,0,0,0,1,1
11113,0.75,0.51,2,215.0,2.0,1,0,0,1,1
11114,0.76,0.67,5,243.0,3.0,0,0,0,1,1
11115,0.13,0.97,4,162.0,6.0,0,0,0,1,1
11116,0.6,0.79,4,262.0,3.0,0,0,0,1,1
11117,0.45,0.55,4,206.0,2.0,0,0,0,1,1
11118,0.49,1.0,2,125.0,4.0,1,0,0,1,1
11119,0.19,0.36,3,167.0,5.0,0,0,0,1,1
11120,0.68,0.89,5,218.0,5.0,0,0,0,1,1
11121,0.53,0.91,5,181.0,3.0,0,0,0,1,1
11122,1.0,0.77,5,269.0,3.0,0,0,0,1,1
11123,0.99,0.86,3,167.0,2.0,0,0,0,1,1
11124,0.29,0.75,6,271.0,10.0,0,0,0,1,2
11125,0.54,0.83,4,201.0,8.0,1,0,0,1,2
11126,0.25,0.9,6,229.0,8.0,0,0,0,1,2
11127,0.71,0.76,4,148.0,8.0,0,0,0,8,2
11128,0.96,0.84,3,147.0,8.0,0,0,0,8,2
11129,0.8,0.9,4,211.0,8.0,0,0,0,8,2
11130,0.82,0.87,5,145.0,6.0,0,0,0,9,2
11131,0.19,0.97,6,269.0,6.0,0,0,0,9,2
11132,0.43,0.74,4,129.0,6.0,0,0,0,9,2
11133,0.62,0.84,3,270.0,6.0,0,0,0,9,2
11134,0.75,0.85,3,250.0,6.0,0,0,0,2,2
11135,0.56,0.48,5,192.0,2.0,1,0,0,2,2
11136,0.88,0.91,4,233.0,4.0,0,0,0,2,3
11137,0.63,0.57,4,192.0,3.0,0,0,0,2,3
11138,0.75,0.93,3,247.0,2.0,0,0,0,2,3
11139,0.74,1.0,4,192.0,4.0,0,0,0,2,3
11140,0.55,0.68,3,178.0,3.0,1,0,0,2,3
11141,0.87,0.55,4,197.0,3.0,0,0,0,2,3
11142,0.13,0.9,5,264.0,6.0,0,0,0,2,3
11143,0.33,0.64,2,274.0,3.0,1,0,0,2,3
11144,0.89,0.97,4,147.0,2.0,0,0,0,2,1
11145,0.56,0.94,3,154.0,3.0,1,0,0,3,1
11146,0.95,0.61,3,224.0,2.0,1,0,0,3,1
11147,0.57,0.59,4,250.0,2.0,0,0,0,3,1
11148,0.72,0.53,3,179.0,3.0,0,0,0,3,1
11149,0.28,0.44,4,170.0,2.0,0,0,0,3,1
11150,0.54,0.61,4,118.0,5.0,0,0,0,3,1
11151,0.54,0.95,4,256.0,3.0,0,0,0,3,1
11152,0.99,0.8,3,209.0,2.0,0,0,0,3,2
11153,0.37,0.69,2,146.0,3.0,0,0,0,3,2
11154,0.77,0.87,3,275.0,4.0,1,0,0,3,2
11155,0.7,0.88,4,180.0,2.0,0,0,0,3,2
11156,0.8,0.74,3,228.0,3.0,0,0,0,2,2
11157,0.52,0.63,3,204.0,3.0,0,0,0,2,2
11158,0.69,0.55,3,172.0,2.0,0,0,0,2,2
11159,0.6,0.62,5,274.0,3.0,0,0,0,10,2
11160,0.74,0.64,3,136.0,2.0,0,0,0,4,2
11161,0.69,0.82,4,252.0,3.0,1,0,0,4,2
11162,0.78,0.89,4,137.0,3.0,0,0,0,4,2
11163,0.77,0.75,4,191.0,3.0,0,0,0,4,2
11164,0.91,0.68,4,132.0,4.0,0,0,0,4,2
11165,0.54,0.68,6,249.0,5.0,0,0,0,5,2
11166,0.48,0.77,6,274.0,6.0,0,0,0,5,2
11167,0.55,0.96,3,0.0,3.0,0,0,0,5,2
11168,0.17,0.36,6,191.0,2.0,0,0,0,5,2
11169,0.77,0.83,5,216.0,4.0,0,0,0,4,2
11170,0.93,0.98,3,241.0,3.0,0,0,0,4,2
11171,0.65,0.91,4,243.0,5.0,1,0,0,4,2
11172,0.67,0.52,4,207.0,3.0,0,0,0,4,2
11173,0.95,0.88,3,199.0,3.0,0,0,0,4,2
11174,0.61,0.97,6,286.0,4.0,0,0,0,5,2
11175,0.57,0.39,4,132.0,3.0,0,0,0,5,3
11176,0.65,1.0,4,229.0,4.0,0,0,0,5,1
11177,0.85,0.81,4,260.0,3.0,0,0,0,5,2
11178,0.61,0.96,3,214.0,2.0,0,0,0,4,2
11179,0.65,0.9,6,217.0,4.0,1,0,1,6,2
11180,0.92,0.93,4,225.0,2.0,0,0,1,6,2
11181,0.37,0.41,2,113.0,3.0,0,0,1,6,2
11182,0.48,0.77,5,250.0,2.0,0,0,1,6,2
11183,0.82,0.91,5,271.0,2.0,0,0,1,6,2
11184,0.84,0.75,4,135.0,3.0,0,0,1,6,2
11185,0.57,0.46,2,100.0,6.0,1,0,1,7,2
11186,0.8,0.75,4,224.0,3.0,0,0,1,1,2
11187,0.49,0.91,4,134.0,4.0,0,0,0,8,1
11188,0.79,0.82,5,158.0,2.0,0,0,0,3,1
11189,0.48,0.67,3,183.0,2.0,0,0,0,2,1
11190,0.28,0.89,4,97.0,6.0,0,0,0,10,1
11191,0.47,0.56,4,226.0,3.0,0,0,0,7,1
11192,0.91,0.6,4,235.0,4.0,1,0,0,7,1
11193,0.75,0.6,4,186.0,10.0,1,0,0,7,1
11194,0.61,0.89,3,242.0,10.0,0,0,0,1,3
11195,0.47,0.79,3,284.0,10.0,0,0,0,1,1
11196,0.22,0.7,2,274.0,10.0,0,0,0,1,3
11197,0.5,0.48,4,130.0,10.0,0,0,0,1,3
11198,0.56,0.87,3,146.0,10.0,0,0,0,1,1
11199,0.84,0.85,4,207.0,10.0,0,0,0,1,1
11200,0.69,0.72,4,210.0,2.0,1,0,0,1,3
11201,0.53,0.64,3,143.0,2.0,0,0,0,1,1
11202,0.17,0.57,4,116.0,3.0,0,0,0,1,2
11203,0.48,0.71,2,0.0,3.0,1,0,0,1,3
11204,0.94,0.51,3,0.0,3.0,0,0,0,1,2
11205,0.77,0.89,4,0.0,7.0,0,0,0,1,2
11206,1.0,0.72,5,194.0,7.0,1,0,0,1,2
11207,0.49,0.65,4,233.0,7.0,0,0,0,1,2
11208,0.93,0.73,4,283.0,7.0,0,0,0,1,3
11209,0.38,0.43,3,188.0,7.0,0,0,0,1,2
11210,0.6,0.54,4,182.0,6.0,0,0,0,1,2
11211,0.5,0.82,2,286.0,6.0,0,0,0,1,2
11212,0.97,0.55,5,212.0,6.0,0,0,0,1,3
11213,0.93,0.95,5,176.0,6.0,0,0,1,8,2
11214,0.5,1.0,5,264.0,8.0,0,0,1,8,3
11215,0.52,0.84,3,261.0,8.0,0,0,1,8,1
11216,0.5,0.71,4,163.0,8.0,0,0,1,9,2
11217,0.55,0.4,3,139.0,8.0,0,0,1,9,2
11218,0.95,0.84,3,261.0,8.0,1,0,1,9,2
11219,0.48,0.42,2,275.0,6.0,1,0,1,9,2
11220,0.51,0.39,5,132.0,6.0,1,0,1,2,1
11221,0.96,0.48,3,202.0,6.0,0,0,0,2,1
11222,0.97,0.84,4,177.0,6.0,0,0,0,2,1
11223,0.97,0.66,5,234.0,6.0,0,0,0,2,1
11224,0.71,0.54,4,188.0,6.0,0,0,0,2,1
11225,0.82,0.49,5,203.0,6.0,0,0,0,2,1
11226,0.57,1.0,4,227.0,10.0,0,0,0,2,1
11227,0.48,0.93,3,150.0,10.0,0,0,0,2,1
11228,0.71,0.64,3,267.0,3.0,0,0,0,2,1
11229,0.63,0.61,5,186.0,10.0,0,0,0,2,1
11230,0.99,0.84,4,142.0,10.0,0,0,0,2,3
11231,0.79,0.83,3,126.0,10.0,1,0,0,3,1
11232,0.65,0.85,4,201.0,10.0,0,0,0,3,1
11233,0.7,0.85,4,142.0,2.0,0,0,0,3,1
11234,0.99,0.94,4,167.0,4.0,0,0,0,3,1
11235,0.65,0.62,4,258.0,2.0,0,0,0,3,3
11236,0.92,0.85,3,207.0,2.0,0,0,0,3,1
11237,0.24,0.5,4,282.0,4.0,1,0,0,3,1
11238,0.39,0.89,3,188.0,5.0,0,0,0,3,1
11239,0.82,0.85,3,214.0,2.0,0,0,0,3,3
11240,0.78,0.89,4,272.0,2.0,0,0,0,3,1
11241,0.62,0.79,3,259.0,3.0,0,0,0,3,2
11242,0.6,0.61,5,191.0,2.0,1,0,0,2,3
11243,0.49,0.57,3,192.0,3.0,0,0,0,2,2
11244,0.82,0.82,3,164.0,3.0,0,0,0,2,3
11245,0.48,0.81,4,149.0,2.0,0,0,0,10,2
11246,0.69,0.56,4,149.0,3.0,0,0,0,4,2
11247,0.4,0.89,2,165.0,3.0,0,0,0,4,2
11248,0.72,0.8,3,222.0,3.0,0,0,0,4,2
11249,0.75,0.84,5,222.0,3.0,1,0,0,4,2
11250,0.5,0.77,3,265.0,3.0,0,0,0,4,2
11251,0.78,0.5,5,247.0,4.0,0,0,0,5,2
11252,0.76,0.45,4,147.0,2.0,0,0,0,5,2
11253,0.94,0.52,3,273.0,3.0,0,0,0,5,3
11254,0.24,0.94,6,144.0,4.0,0,0,0,5,1
11255,0.99,0.66,3,181.0,2.0,0,0,0,4,2
11256,0.67,0.64,3,198.0,2.0,1,0,0,10,2
11257,0.76,0.57,5,255.0,4.0,0,0,0,10,2
11258,0.76,0.77,4,169.0,10.0,0,0,0,10,2
11259,0.55,0.64,4,201.0,10.0,1,0,0,10,2
11260,0.74,0.6,4,274.0,10.0,1,0,0,10,2
11261,0.81,0.85,4,134.0,10.0,1,0,0,10,2
11262,0.98,0.67,3,190.0,10.0,0,0,0,4,2
11263,0.98,0.98,4,170.0,10.0,0,0,0,4,2
11264,0.58,0.91,3,154.0,10.0,0,0,0,5,3
11265,0.18,0.75,3,142.0,2.0,0,0,0,5,1
11266,0.57,0.67,5,235.0,2.0,0,0,0,5,1
11267,0.7,0.62,3,110.0,3.0,0,0,0,5,1
11268,0.49,0.77,3,211.0,3.0,0,0,0,4,3
11269,0.7,0.56,4,214.0,3.0,0,0,1,10,2
11270,0.16,0.93,5,210.0,7.0,0,0,1,10,2
11271,0.58,0.59,3,207.0,7.0,0,0,1,10,2
11272,0.66,0.57,4,161.0,7.0,0,0,1,10,2
11273,0.51,0.55,2,102.0,7.0,0,0,1,10,2
11274,0.48,0.84,4,186.0,7.0,0,0,1,10,2
11275,0.56,0.71,3,211.0,6.0,0,0,1,7,1
11276,0.81,0.62,3,240.0,6.0,0,0,1,1,1
11277,0.57,0.7,4,237.0,6.0,0,0,0,8,1
11278,0.66,0.53,3,0.0,6.0,0,0,0,3,1
11279,0.22,0.91,6,0.0,8.0,0,0,0,2,1
11280,0.96,0.71,3,0.0,8.0,1,0,0,10,2
11281,0.87,0.88,4,140.0,8.0,0,0,0,7,2
11282,0.61,0.42,2,103.0,8.0,0,0,0,7,2
11283,0.66,0.85,3,178.0,8.0,1,0,0,7,2
11284,0.9,0.51,4,137.0,6.0,0,0,0,1,2
11285,0.64,0.67,3,143.0,6.0,0,0,0,1,2
11286,0.76,0.82,4,170.0,6.0,0,0,0,1,2
11287,0.97,0.41,5,135.0,6.0,0,0,0,1,2
11288,0.69,0.76,3,174.0,6.0,0,0,0,1,2
11289,0.98,0.55,3,166.0,6.0,1,0,0,1,2
11290,0.18,0.61,5,174.0,6.0,0,0,0,1,2
11291,0.62,0.91,3,251.0,10.0,0,0,0,1,2
11292,0.29,0.37,6,187.0,10.0,1,0,0,1,3
11293,0.87,0.48,5,170.0,3.0,0,0,0,1,1
11294,0.91,0.64,3,241.0,10.0,0,0,0,1,2
11295,0.53,0.79,3,221.0,10.0,1,0,0,1,2
11296,0.69,0.73,4,257.0,10.0,1,0,0,1,2
11297,0.14,0.58,4,275.0,10.0,0,0,0,1,2
11298,0.7,0.77,4,245.0,2.0,0,0,0,1,1
11299,0.77,0.75,6,246.0,6.0,0,0,0,1,1
11300,0.77,0.76,6,263.0,6.0,0,0,0,1,1
11301,0.76,0.99,3,133.0,4.0,0,0,0,1,1
11302,0.66,0.49,4,157.0,3.0,0,0,0,1,1
11303,0.5,0.95,3,198.0,4.0,0,0,0,8,1
11304,0.57,0.9,5,145.0,3.0,0,0,0,8,1
11305,0.97,0.62,6,118.0,2.0,0,0,0,8,1
11306,0.26,0.99,5,184.0,5.0,0,0,0,9,1
11307,0.72,0.62,3,243.0,2.0,1,0,0,9,1
11308,0.83,0.93,3,247.0,2.0,0,0,0,9,1
11309,0.55,0.4,3,158.0,3.0,0,0,0,9,1
11310,0.77,0.74,5,243.0,2.0,0,0,0,2,1
11311,0.24,0.63,4,203.0,5.0,0,0,0,2,1
11312,0.8,0.96,3,161.0,3.0,0,0,0,2,1
11313,0.5,0.59,4,214.0,3.0,1,0,0,2,1
11314,0.66,0.59,4,179.0,3.0,0,0,0,2,1
11315,0.66,0.77,4,188.0,2.0,0,0,0,2,1
11316,0.66,0.81,3,174.0,3.0,0,0,0,2,1
11317,0.96,0.83,3,177.0,4.0,0,0,0,2,1
11318,0.75,0.94,5,0.0,4.0,0,0,0,2,1
11319,0.78,0.77,3,0.0,2.0,0,0,0,2,2
11320,0.57,0.82,4,0.0,2.0,0,0,0,2,2
11321,0.78,0.68,2,0.0,3.0,1,0,0,3,2
11322,0.57,0.88,4,140.0,2.0,0,0,0,3,2
11323,0.84,0.56,5,224.0,2.0,0,0,0,3,2
11324,0.23,0.94,5,242.0,4.0,0,0,0,3,2
11325,0.53,0.37,3,180.0,3.0,0,0,0,3,2
11326,0.82,0.71,3,150.0,3.0,0,0,0,3,2
11327,0.59,0.64,5,269.0,3.0,0,0,0,3,2
11328,0.5,0.52,2,178.0,2.0,0,0,0,3,2
11329,1.0,0.74,2,187.0,3.0,0,0,0,3,2
11330,0.94,0.61,3,140.0,2.0,0,0,0,3,2
11331,0.86,0.61,4,193.0,2.0,0,0,0,3,3
11332,0.73,0.49,4,243.0,2.0,0,0,0,2,1
11333,0.49,0.94,3,144.0,3.0,1,0,0,2,2
11334,0.79,0.73,2,147.0,2.0,0,0,0,2,2
11335,0.83,0.5,6,165.0,3.0,0,0,0,10,2
11336,0.85,0.67,3,176.0,2.0,0,0,0,4,2
11337,0.65,0.37,3,0.0,6.0,0,0,0,4,1
11338,0.94,0.65,4,0.0,2.0,1,0,0,4,1
11339,0.76,0.81,4,0.0,2.0,0,0,0,4,1
11340,0.77,0.54,4,0.0,3.0,1,0,0,4,1
11341,0.77,0.91,4,239.0,3.0,1,0,0,5,1
11342,0.59,0.64,5,123.0,2.0,0,0,0,5,1
11343,0.69,0.9,3,185.0,4.0,0,0,0,5,1
11344,0.51,0.85,4,186.0,2.0,0,0,0,5,1
11345,0.8,0.67,3,178.0,3.0,0,0,0,4,1
11346,0.98,0.7,3,153.0,10.0,0,0,0,10,3
11347,0.69,0.72,4,185.0,10.0,1,0,0,10,3
11348,0.14,0.76,4,142.0,10.0,0,0,0,10,3
11349,0.95,0.9,4,0.0,10.0,1,0,0,10,3
11350,0.53,0.61,3,148.0,10.0,0,0,0,10,3
11351,0.64,0.52,5,258.0,10.0,1,0,0,10,3
11352,0.51,0.73,4,229.0,3.0,0,0,0,1,1
11353,0.36,0.73,2,111.0,2.0,0,0,0,1,1
11354,0.62,0.97,2,271.0,3.0,0,0,0,1,1
11355,0.98,0.58,4,133.0,3.0,0,0,0,1,1
11356,0.53,0.7,4,223.0,3.0,0,0,0,1,1
11357,0.8,0.95,4,272.0,2.0,0,0,0,1,1
11358,0.73,0.77,3,233.0,3.0,0,0,0,1,2
11359,0.82,0.8,3,162.0,3.0,0,0,0,1,2
11360,0.62,0.75,5,0.0,4.0,0,0,0,1,2
11361,0.87,0.48,5,242.0,3.0,0,0,0,1,2
11362,0.43,0.65,4,124.0,2.0,0,0,0,1,2
11363,0.57,0.6,2,163.0,3.0,0,0,0,1,2
11364,0.91,0.77,3,144.0,3.0,0,0,0,1,2
11365,0.75,0.59,5,149.0,4.0,0,0,0,1,2
11366,0.76,0.8,5,217.0,2.0,0,0,0,1,2
11367,0.85,0.49,4,139.0,2.0,0,0,0,1,2
11368,0.56,0.67,3,270.0,2.0,0,0,0,1,2
11369,0.86,0.84,3,177.0,3.0,0,0,0,1,2
11370,0.21,0.43,5,175.0,2.0,1,0,0,1,3
11371,0.94,0.59,3,151.0,2.0,0,0,0,1,1
11372,0.98,0.74,3,185.0,3.0,0,0,0,1,2
11373,0.42,0.45,3,227.0,3.0,0,0,0,1,2
11374,0.98,0.89,4,218.0,2.0,0,0,0,1,2
11375,1.0,0.93,5,167.0,3.0,0,0,0,1,2
11376,0.95,0.52,3,0.0,0.0,1,0,0,1,1
11377,0.95,0.5,4,259.0,0.0,0,0,0,1,1
11378,0.68,0.53,3,138.0,2.0,1,0,0,1,1
11379,0.64,0.38,5,122.0,4.0,0,0,0,1,1
11380,0.24,0.62,6,225.0,6.0,0,0,0,1,1
11381,0.37,0.72,3,121.0,2.0,0,0,0,1,1
11382,0.67,0.4,4,274.0,3.0,0,0,0,1,1
11383,0.86,0.89,4,153.0,4.0,0,0,0,1,1
11384,0.43,0.38,3,119.0,2.0,0,0,0,1,1
11385,0.67,0.67,4,141.0,2.0,1,0,0,1,1
11386,0.92,0.6,4,161.0,3.0,0,0,0,4,1
11387,0.43,0.46,2,186.0,2.0,0,0,0,5,1
11388,0.52,0.8,3,252.0,4.0,0,0,0,5,1
11389,0.16,0.42,3,182.0,3.0,1,0,0,5,1
11390,0.49,0.6,4,264.0,2.0,1,0,0,5,1
11391,0.37,0.63,4,167.0,3.0,0,0,0,4,1
11392,0.98,0.68,5,171.0,3.0,0,0,0,10,3
11393,0.33,0.97,5,130.0,4.0,0,0,0,10,3
11394,0.14,0.79,5,271.0,4.0,0,0,0,10,3
11395,0.54,0.79,5,249.0,3.0,1,0,0,10,3
11396,0.63,0.48,4,180.0,4.0,0,0,0,10,3
11397,0.55,0.69,4,220.0,3.0,1,0,0,10,3
11398,0.84,0.53,3,210.0,4.0,1,0,0,7,2
11399,0.51,0.97,4,258.0,2.0,0,0,0,1,2
11400,0.15,0.75,3,150.0,4.0,0,0,1,8,2
11401,0.97,0.79,5,259.0,3.0,0,0,1,3,2
11402,0.67,0.69,3,231.0,3.0,0,0,1,2,2
11403,0.48,0.67,4,220.0,3.0,0,0,1,10,2
11404,0.69,0.58,4,149.0,3.0,0,0,1,7,2
11405,0.6,0.62,3,238.0,4.0,0,0,1,7,2
11406,0.82,0.71,2,209.0,5.0,0,0,1,7,2
11407,0.86,0.95,4,149.0,3.0,0,0,1,1,2
11408,0.69,0.59,4,264.0,3.0,0,0,0,1,2
11409,0.87,0.87,5,207.0,2.0,0,0,0,1,3
11410,0.17,0.78,3,239.0,6.0,0,0,0,1,1
11411,0.94,0.51,6,239.0,5.0,0,0,0,1,2
11412,0.5,1.0,4,258.0,3.0,0,0,0,1,2
11413,0.16,0.72,3,203.0,3.0,0,0,0,1,2
11414,0.89,0.99,2,258.0,3.0,0,0,0,1,2
11415,0.69,0.51,3,257.0,3.0,1,0,0,4,1
11416,0.5,0.51,5,134.0,3.0,0,0,0,5,1
11417,0.16,0.46,6,240.0,2.0,0,0,0,5,1
11418,0.75,0.99,2,237.0,5.0,1,0,0,5,1
11419,0.64,0.66,5,157.0,2.0,0,0,0,5,1
11420,0.78,0.43,4,275.0,3.0,0,0,0,4,1
11421,0.81,0.74,2,0.0,3.0,0,0,0,10,3
11422,0.55,0.58,3,0.0,2.0,0,0,0,10,3
11423,0.53,0.53,4,0.0,2.0,0,0,0,10,3
11424,0.69,0.73,3,0.0,2.0,1,0,0,10,3
11425,0.8,0.53,3,217.0,3.0,0,0,0,10,3
11426,0.77,0.98,3,286.0,6.0,0,0,0,10,3
11427,0.84,0.8,4,236.0,3.0,0,0,0,7,1
11428,0.64,0.55,4,215.0,2.0,0,0,0,1,1
11429,0.78,0.57,4,157.0,3.0,0,0,0,8,1
11430,0.67,0.7,3,149.0,3.0,0,0,0,3,1
11431,0.81,0.77,3,221.0,2.0,0,0,0,2,1
11432,0.91,0.82,4,238.0,2.0,0,0,0,10,1
11433,0.75,0.89,6,250.0,2.0,0,0,0,7,2
11434,0.78,0.96,3,202.0,4.0,1,0,0,7,2
11435,0.54,0.52,4,173.0,2.0,0,0,0,7,2
11436,0.77,0.71,5,250.0,3.0,1,0,0,1,2
11437,0.89,0.63,4,270.0,3.0,1,0,0,1,2
11438,0.16,0.98,3,232.0,5.0,0,0,0,1,2
11439,0.77,0.99,4,260.0,3.0,0,0,0,1,2
11440,0.69,0.48,5,232.0,4.0,0,0,0,1,2
11441,0.61,0.81,4,134.0,3.0,0,0,0,1,2
11442,0.59,0.81,4,189.0,3.0,0,0,0,1,2
11443,0.58,0.8,4,113.0,3.0,0,0,0,4,2
11444,0.88,0.67,5,264.0,3.0,0,0,0,5,2
11445,0.51,0.63,5,260.0,2.0,0,0,0,5,3
11446,0.31,0.7,3,132.0,3.0,0,0,0,5,1
11447,0.52,0.52,4,168.0,3.0,0,0,0,5,2
11448,0.57,0.46,3,186.0,3.0,1,0,0,4,2
11449,0.5,0.77,3,267.0,2.0,0,0,0,10,3
11450,0.74,0.63,3,180.0,3.0,0,0,0,10,3
11451,0.74,0.77,3,211.0,3.0,0,0,0,10,3
11452,0.82,0.51,2,268.0,2.0,0,0,0,10,3
11453,0.74,0.71,3,206.0,3.0,0,0,0,10,3
11454,0.2,0.59,6,113.0,3.0,0,0,0,10,3
11455,0.63,0.48,4,179.0,3.0,0,0,0,7,1
11456,0.19,0.8,6,157.0,6.0,1,0,0,1,1
11457,0.4,0.62,4,127.0,5.0,0,0,0,8,1
11458,0.71,0.37,2,179.0,5.0,0,0,1,3,1
11459,0.84,0.73,4,197.0,3.0,0,0,1,2,1
11460,0.59,0.84,4,251.0,4.0,1,0,1,10,1
11461,0.57,0.85,4,250.0,3.0,1,0,1,7,1
11462,0.81,0.61,2,176.0,5.0,0,0,1,7,1
11463,0.8,0.7,4,246.0,3.0,0,0,1,7,1
11464,0.49,0.66,3,155.0,3.0,0,0,1,1,1
11465,0.55,0.64,3,178.0,2.0,0,0,1,1,1
11466,0.68,0.4,3,213.0,5.0,1,0,1,1,1
11467,0.55,0.67,3,150.0,2.0,0,0,1,1,1
11468,0.59,0.62,3,166.0,2.0,0,0,0,1,1
11469,0.91,0.8,5,169.0,4.0,0,0,0,1,1
11470,0.48,0.9,4,208.0,3.0,0,0,0,1,1
11471,0.84,0.66,3,209.0,2.0,0,0,0,1,1
11472,0.73,0.54,4,167.0,3.0,0,0,0,4,2
11473,0.28,0.59,6,281.0,3.0,0,0,0,5,2
11474,0.77,0.65,3,156.0,4.0,0,0,0,5,2
11475,0.67,0.65,3,265.0,3.0,0,0,0,5,2
11476,0.5,0.53,3,142.0,3.0,1,0,0,5,2
11477,0.32,0.47,3,143.0,4.0,0,0,0,4,2
11478,0.57,0.78,3,134.0,3.0,0,0,0,6,2
11479,0.51,0.8,5,268.0,3.0,0,0,0,6,2
11480,0.61,0.6,3,255.0,2.0,0,0,0,6,2
11481,0.83,0.73,4,157.0,2.0,0,0,0,6,2
11482,0.87,0.97,5,151.0,3.0,0,0,0,6,2
11483,0.7,0.63,3,157.0,2.0,0,0,0,6,2
11484,0.78,0.65,3,0.0,3.0,0,0,0,7,3
11485,0.71,0.53,4,0.0,2.0,1,0,0,1,1
11486,0.68,0.99,3,0.0,2.0,0,0,0,8,2
11487,0.75,0.53,4,0.0,4.0,1,0,0,3,2
11488,0.7,0.53,3,215.0,7.0,1,0,0,2,2
11489,0.59,0.94,5,157.0,7.0,1,0,0,10,2
11490,0.64,0.87,4,157.0,7.0,0,0,0,7,1
11491,0.61,0.88,5,146.0,7.0,1,0,0,7,1
11492,0.77,0.49,2,286.0,7.0,0,0,0,7,1
11493,0.51,0.64,3,203.0,3.0,0,0,0,1,1
11494,0.49,0.49,3,168.0,7.0,0,0,0,1,1
11495,0.77,0.75,3,170.0,7.0,0,0,0,1,1
11496,0.31,0.86,3,266.0,7.0,0,0,0,1,1
11497,0.54,0.76,3,183.0,3.0,0,0,0,1,1
11498,0.56,0.66,4,264.0,3.0,0,0,0,1,1
11499,0.65,0.77,4,205.0,3.0,0,0,0,1,1
11500,0.49,0.36,2,192.0,3.0,0,0,0,1,1
11501,0.82,0.79,3,176.0,3.0,0,0,0,2,1
11502,0.6,0.52,3,183.0,2.0,0,0,0,3,1
11503,0.64,0.63,3,156.0,6.0,1,0,0,3,1
11504,0.7,0.68,3,150.0,3.0,0,0,0,3,1
11505,0.65,0.89,4,204.0,8.0,1,0,0,3,1
11506,0.69,0.78,5,131.0,8.0,0,0,0,3,1
11507,0.93,0.74,5,248.0,8.0,1,0,0,3,1
